# North Dakota Launch Site (Up to date)
# 574 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (39 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
11.765,1172.5,39.314,-10.482,39.362,10.483,31.015,0.022953,31.015,0.042404,1.9407,0.15874,47,-97,9.8018,0.27987,5.2275e-7,1.6633,4.8855e-4,30781,0,123.06,0.72863,382.7,323.82,2.0163,0.11891,11211771,0,21.292,0.40494,0.40504,0.24379,0.039311,0.12184,0.050665,0.096998,-4.2665e-4,0,0,0,0,0.0053696,0.0039202,29.2,669.66,84.297,0.042843,NaN,1.8865,793.27,332.44,0.05,0.11894
11.815,1174.4,38.79,-10.462,38.838,10.464,31.111,0.023112,31.111,0.042563,1.9321,0.16798,47,-97,9.8018,0.32071,5.2238e-7,1.703,2.7357e-4,30781,0,123.06,0.72863,382.52,323.82,2.0102,0.11735,11063302,0,20.734,0.4049,0.40502,0.2438,0.039306,0.12179,0.058142,0.11074,4.6238e-4,0,0,0,0,0.0057796,0.0038682,29.2,669.66,84.213,0.042926,NaN,1.8738,793.08,332.43,0.05,0.11921
11.865,1176.3,38.267,-10.448,38.316,10.448,31.208,0.02327,31.208,0.042722,1.9248,0.13061,47,-97,9.8018,0.20568,5.2212e-7,1.7333,0.001146,30781,0,123.06,0.72863,383.01,323.82,2.0269,0.11577,10911953,0,20.167,0.40485,0.40491,0.24381,0.039301,0.12174,0.037131,0.06919,2.9484e-4,0,0,0,0,0.0061523,0.0038162,29.2,669.66,84.127,0.043016,NaN,1.8613,792.9,332.43,0.05,0.11952
11.915,1178.2,37.745,-10.432,37.794,10.432,31.304,0.023428,31.304,0.042881,1.9188,0.10767,47,-97,9.8018,0.13392,5.2224e-7,1.7519,0.0025067,30781,0,123.06,0.72863,383.31,323.82,2.0374,0.11419,10761798,0,19.614,0.40481,0.40483,0.24382,0.039295,0.1217,0.024112,0.042871,-1.1591e-4,0,0,0,0,0.0064595,0.0037644,29.2,669.66,84.04,0.043117,NaN,1.8489,792.71,332.42,0.05,0.11984
11.965,1180.1,37.224,-10.417,37.273,10.417,31.4,0.023587,31.4,0.043039,1.914,0.077857,47,-97,9.8018,0.032549,5.2215e-7,1.761,0.015003,30781,0,123.06,0.72863,383.75,323.82,2.0523,0.11262,10611353,0,19.069,0.40477,0.40477,0.24383,0.03929,0.12165,0.0058382,0.0048319,-5.2454e-5,0,0,0,0,0.0067113,0.0037127,29.2,669.66,83.952,0.043195,NaN,1.8367,792.53,332.41,0.05,0.12013
12.015,1182,36.704,-10.404,36.753,10.404,31.495,0.023745,31.495,0.043197,1.9114,0.035456,47,-97,9.8018,0.12227,5.2207e-7,-1.7523,0.0058938,30781,0,123.06,0.72863,383.36,323.82,2.0389,0.11103,1.046e7,0,18.53,0.40472,0.40474,0.24384,0.039285,0.1216,0.022003,0.051236,-9.8063e-5,0,0,0,0,-0.0068372,0.003661,29.2,669.66,83.864,0.043275,NaN,1.8247,792.36,332.4,0.05,0.12048
12.065,1183.8,36.184,-10.389,36.234,10.389,31.591,0.023904,31.591,0.043355,1.9101,0.016379,47,-97,9.8018,0.19529,5.217e-7,-1.7325,0.0042763,30781,0,123.06,0.72863,383.04,323.82,2.028,0.10946,10310774,0,18.006,0.40468,0.40473,0.24384,0.03928,0.12156,0.035237,0.078778,-2.881e-4,0,0,0,0,-0.0068762,0.0036094,29.2,669.66,83.777,0.043383,NaN,1.8129,792.18,332.4,0.05,0.12077
12.115,1185.6,35.665,-10.373,35.716,10.373,31.686,0.024063,31.686,0.043512,1.9096,0.0073691,47,-97,9.8018,0.2325,5.2148e-7,-1.7059,0.0038071,30781,0,123.06,0.72863,382.88,323.82,2.0225,0.1079,10162331,0,17.493,0.40464,0.40471,0.24385,0.039275,0.12151,0.042006,0.091502,2.9527e-4,0,0,0,0,-0.0068606,0.003558,29.2,669.66,83.691,0.043512,NaN,1.8012,792.01,332.39,0.05,0.12108
12.165,1187.4,35.147,-10.356,35.198,10.356,31.782,0.024223,31.782,0.043668,1.9089,0.018029,47,-97,9.8018,0.19192,5.2188e-7,-1.6819,0.0042502,30781,0,123.06,0.72863,383.05,323.82,2.0283,0.10636,10015619,0,16.99,0.4046,0.40465,0.24386,0.03927,0.12147,0.034621,0.077359,2.087e-4,0,0,0,0,-0.006864,0.0035066,29.2,669.66,83.606,0.043645,NaN,1.7897,791.84,332.38,0.05,0.1217
12.215,1189.1,34.629,-10.339,34.682,10.339,31.877,0.024382,31.877,0.043824,1.9079,0.027978,47,-97,9.8017,0.15153,5.2177e-7,-1.6612,0.0049283,30781,0,123.06,0.72863,383.22,323.82,2.0342,0.10482,9869164,0,16.497,0.40456,0.40459,0.24387,0.039266,0.12143,0.027293,0.062426,-3.8978e-4,0,0,0,0,-0.0068948,0.0034553,29.2,669.66,83.523,0.04377,NaN,1.7784,791.67,332.38,0.05,0.12201
12.265,1190.8,34.113,-10.323,34.166,10.323,31.973,0.024542,31.973,0.04398,1.9061,0.022253,47,-97,9.8017,0.17614,5.2141e-7,-1.6475,0.0045682,30781,0,123.06,0.72863,383.11,323.82,2.0304,0.10328,9721740,0,16.008,0.40452,0.40456,0.24388,0.039261,0.12139,0.031754,0.071693,-2.6542e-4,0,0,0,0,-0.0069865,0.003404,29.2,669.66,83.44,0.043899,NaN,1.7672,791.5,332.37,0.05,0.12232
12.315,1192.5,33.597,-10.313,33.651,10.314,32.068,0.024702,32.068,0.044135,1.9068,0.030141,47,-97,9.8017,0.408,5.2108e-7,-1.6137,0.0029407,30781,0,123.06,0.72863,382.12,323.82,1.9965,0.10169,9570634,0,15.521,0.40448,0.40469,0.24388,0.039256,0.12134,0.074175,0.15488,3.6969e-4,0,0,0,0,-0.0069141,0.0033529,29.2,669.66,83.359,0.044056,NaN,1.7562,791.34,332.36,0.05,0.12263
12.365,1194.2,33.082,-10.296,33.137,10.296,32.163,0.024862,32.163,0.044289,1.9079,0.0096052,47,-97,9.8017,0.32236,5.2097e-7,-1.5771,0.0033561,30781,0,123.06,0.72863,382.48,323.82,2.0088,0.10016,9425622,0,15.051,0.40445,0.40458,0.24389,0.039252,0.1213,0.058422,0.12444,7.272e-5,0,0,0,0,-0.0068069,0.0033018,29.2,669.66,83.279,0.044244,NaN,1.7453,791.18,332.36,0.05,0.12294
12.415,1195.8,32.567,-10.276,32.623,10.276,32.259,0.025022,32.259,0.044443,1.9075,0.029912,47,-97,9.8017,0.14058,5.2104e-7,-1.5533,0.0055407,30781,0,123.06,0.72863,383.26,323.82,2.0354,0.098656,9282693,0,14.595,0.40441,0.40444,0.2439,0.039247,0.12127,0.025309,0.058232,1.1416e-4,0,0,0,0,-0.0068067,0.0032509,29.2,669.66,83.201,0.04447,NaN,1.7347,791.02,332.35,0.05,0.12327
12.465,1197.4,32.054,-10.259,32.11,10.259,32.354,0.025183,32.354,0.044596,1.9049,0.055361,47,-97,9.8017,0.014112,5.2107e-7,-1.5482,0.040025,30781,0,123.06,0.72863,383.8,323.82,2.0541,0.097144,9139066,0,14.146,0.40438,0.40438,0.24391,0.039243,0.12123,0.0025287,0.012261,3.834e-4,0,0,0,0,-0.0069741,0.0032,29.2,669.66,83.123,0.044718,NaN,1.7242,790.87,332.34,0.05,0.12372
12.515,1199,31.541,-10.245,31.599,10.245,32.449,0.025344,32.449,0.044749,1.9028,0.04723,47,-97,9.8017,0.049901,5.2107e-7,-1.5396,0.012846,30781,0,123.06,0.72863,383.64,323.82,2.0487,0.095601,8992552,0,13.696,0.40434,0.40434,0.24391,0.039239,0.12119,0.0089528,0.025733,-2.2462e-4,0,0,0,0,-0.0071218,0.0031491,29.2,669.66,83.046,0.044971,NaN,1.7138,790.71,332.34,0.05,0.12408
12.565,1200.6,31.03,-10.227,31.088,10.227,32.544,0.025505,32.544,0.044902,1.8991,0.079869,47,-97,9.8017,0.12621,5.2106e-7,1.546,0.0027256,30781,0,123.06,0.72863,383.31,323.82,2.0373,0.094103,8850380,0,13.267,0.40431,0.40433,0.24392,0.039235,0.12115,0.022706,0.039219,-2.9565e-4,0,0,0,0,0.0074114,0.0030984,29.2,669.66,82.969,0.045219,NaN,1.7037,790.56,332.33,0.05,0.12456
12.615,1202.1,30.518,-10.217,30.577,10.217,32.639,0.025666,32.639,0.045054,1.8962,0.043471,47,-97,9.8017,0.060592,5.2106e-7,-1.5464,0.01168,30781,0,123.06,0.72863,383.59,323.82,2.0469,0.092532,8701464,0,12.824,0.40427,0.40428,0.24393,0.03923,0.12111,0.010875,0.029443,-1.1706e-4,0,0,0,0,-0.0076694,0.0030477,29.2,669.66,82.891,0.045444,NaN,1.6937,790.42,332.33,0.05,0.12562
12.665,1203.6,30.008,-10.203,30.068,10.203,32.734,0.025827,32.734,0.045207,1.8941,0.043921,47,-97,9.8017,0.053297,5.2106e-7,-1.5392,0.013635,30781,0,123.06,0.72863,383.62,323.82,2.0479,0.091003,8556448,0,12.4,0.40424,0.40424,0.24393,0.039226,0.12108,0.0095624,0.027291,4.6265e-4,0,0,0,0,-0.007856,0.0029971,29.2,669.66,82.814,0.045683,NaN,1.6838,790.27,332.32,0.05,0.12598
12.715,1205.1,29.498,-10.187,29.559,10.187,32.829,0.025989,32.829,0.045358,1.8915,0.060091,47,-97,9.8017,0.04619,5.2104e-7,1.5385,0.012217,30781,0,123.06,0.72863,383.65,323.82,2.0489,0.089493,8413385,0,11.989,0.4042,0.40421,0.24394,0.039222,0.12104,0.0082848,0.009348,9.9336e-5,0,0,0,0,0.0081169,0.0029466,29.2,669.66,82.737,0.04595,NaN,1.6742,790.13,332.31,0.05,0.12636
12.765,1206.6,28.989,-10.17,29.051,10.17,32.923,0.026151,32.923,0.04551,1.888,0.092875,47,-97,9.8017,0.25077,5.2102e-7,1.5448,7.3124e-4,30781,0,123.06,0.72863,382.76,323.82,2.0186,0.088007,8272571,0,11.593,0.40417,0.40425,0.24395,0.039219,0.12101,0.045317,0.0827,-3.3485e-4,0,0,0,0,0.0084622,0.0028962,29.2,669.66,82.66,0.046238,NaN,1.6647,789.99,332.31,0.05,0.12666
12.815,1208,28.481,-10.152,28.543,10.153,33.017,0.026313,33.017,0.045661,1.8817,0.13762,47,-97,9.8017,0.53797,5.209e-7,1.5753,-6.4662e-4,30781,0,123.06,0.72863,381.55,323.82,1.9769,0.086542,8133754,0,11.215,0.40414,0.4045,0.24395,0.039215,0.12097,0.098235,0.18488,-4.0777e-4,0,0,0,0,0.0091004,0.0028458,29.2,669.66,82.582,0.046522,NaN,1.6553,789.85,332.3,0.05,0.12695
12.865,1209.4,27.974,-10.142,28.037,10.143,33.111,0.026475,33.111,0.045813,1.8757,0.1089,47,-97,9.8017,0.38566,5.2096e-7,1.603,4.3113e-5,30781,0,123.06,0.72863,382.19,323.82,1.9988,0.084987,7986550,0,10.809,0.40411,0.40429,0.24396,0.039211,0.12094,0.070033,0.12981,9.2343e-5,0,0,0,0,0.0097716,0.0027955,29.2,669.66,82.503,0.046789,NaN,1.6461,789.71,332.3,0.05,0.12724
12.915,1210.8,27.467,-10.13,27.531,10.13,33.205,0.026638,33.205,0.045964,1.8703,0.10529,47,-97,9.8017,0.38414,5.2103e-7,1.6265,2.0665e-4,30781,0,123.06,0.72863,382.19,323.82,1.9989,0.083464,7842504,0,10.422,0.40408,0.40426,0.24397,0.039207,0.12091,0.069751,0.1292,-2.6713e-4,0,0,0,0,0.01043,0.0027452,29.2,669.66,82.422,0.047047,NaN,1.6371,789.58,332.29,0.05,0.12753
12.965,1212.2,26.961,-10.117,27.025,10.118,33.298,0.0268,33.298,0.046115,1.8652,0.10477,47,-97,9.8017,0.40308,5.2095e-7,1.6481,2.8216e-4,30781,0,123.06,0.72863,382.11,323.82,1.9961,0.081948,7699046,0,10.045,0.40405,0.40425,0.24397,0.039204,0.12087,0.073239,0.13543,1.1408e-4,0,0,0,0,0.01111,0.0026951,29.2,669.66,82.34,0.047285,NaN,1.6283,789.45,332.29,0.05,0.12783
13.015,1213.5,26.455,-10.104,26.521,10.104,33.391,0.026963,33.391,0.046266,1.8595,0.11814,47,-97,9.8017,0.51993,5.2098e-7,1.6746,-1.1435e-4,30781,0,123.06,0.72863,381.61,323.82,1.9791,0.080453,7557667,0,9.6828,0.40402,0.40435,0.24398,0.0392,0.12084,0.09487,0.17574,-3.6685e-4,0,0,0,0,0.011901,0.002645,29.2,669.66,82.257,0.047519,NaN,1.6196,789.32,332.28,0.05,0.12815
13.065,1214.8,25.951,-10.092,26.017,10.092,33.484,0.027127,33.484,0.046417,1.8536,0.11795,47,-97,9.8017,0.54711,5.2094e-7,1.7034,-8.2229e-5,30781,0,123.06,0.72863,381.5,323.82,1.9752,0.078941,7414773,0,9.321,0.40399,0.40436,0.24398,0.039197,0.12081,0.099924,0.18457,-4.263e-4,0,0,0,0,0.012791,0.0025949,29.2,669.66,82.173,0.047751,NaN,1.6111,789.19,332.28,0.05,0.12846
13.115,1216.1,25.446,-10.079,25.513,10.079,33.577,0.02729,33.577,0.046568,1.8477,0.1292,47,-97,9.8017,0.66105,5.2096e-7,1.7331,-2.951e-4,30781,0,123.06,0.72863,381.02,323.82,1.9588,0.077449,7273720,0,8.9735,0.40396,0.4045,0.24399,0.039193,0.12078,0.12123,0.22398,9.0879e-6,0,0,0,0,0.013756,0.0025449,29.2,669.66,82.087,0.047977,NaN,1.6027,789.07,332.27,0.05,0.12876
13.165,1217.4,24.943,-10.064,25.011,10.065,33.669,0.027454,33.669,0.046719,1.8403,0.15916,47,-97,9.8017,0.92457,5.2076e-7,1.7743,-6.971e-4,30781,0,123.06,0.72863,379.94,323.82,1.9217,0.075989,7135800,0,8.6472,0.40394,0.40497,0.244,0.03919,0.12075,0.17116,0.31439,2.5776e-4,0,0,0,0,0.014977,0.002495,29.2,669.66,81.999,0.0482,NaN,1.5946,788.95,332.27,0.05,0.12909
13.215,1218.6,24.44,-10.052,24.508,10.054,33.761,0.027617,33.761,0.04687,1.8323,0.15782,47,-97,9.8017,0.96009,5.2095e-7,1.8202,-6.7409e-4,30781,0,123.06,0.72863,379.79,323.82,1.9167,0.074484,6993662,0,8.3079,0.40391,0.40502,0.244,0.039187,0.12072,0.17796,0.32458,-1.21e-4,0,0,0,0,0.016406,0.0024452,29.2,669.66,81.909,0.048419,NaN,1.5865,788.83,332.26,0.05,0.12945
13.265,1219.8,23.937,-10.043,24.007,10.044,33.852,0.027781,33.852,0.04702,1.8246,0.14652,47,-97,9.8017,0.91617,5.2092e-7,1.8635,-4.5142e-4,30781,0,123.06,0.72863,379.97,323.82,1.9227,0.072963,6850163,0,7.9686,0.40388,0.4049,0.24401,0.039184,0.12069,0.16955,0.30793,4.4721e-4,0,0,0,0,0.017921,0.0023954,29.2,669.66,81.817,0.048629,NaN,1.5787,788.71,332.26,0.05,0.12978
13.315,1221,23.436,-10.032,23.506,10.033,33.943,0.027945,33.943,0.047171,1.8176,0.14363,47,-97,9.8017,0.93928,5.209e-7,1.903,-3.9255e-4,30781,0,123.06,0.72863,379.87,323.82,1.9194,0.071458,6708117,0,7.6426,0.40386,0.40492,0.24401,0.03918,0.12066,0.17396,0.31445,-4.0679e-4,0,0,0,0,0.019485,0.0023457,29.2,669.66,81.723,0.048835,NaN,1.571,788.6,332.25,0.05,0.1301
13.365,1222.2,22.934,-10.02,23.006,10.021,34.034,0.028109,34.034,0.047322,1.8099,0.16057,47,-97,9.8016,1.1385,5.207e-7,1.9471,-6.0908e-4,30781,0,123.06,0.72863,379.06,323.82,1.8918,0.06999,6569609,0,7.3391,0.40383,0.40539,0.24402,0.039177,0.12064,0.21236,0.38071,5.0626e-5,0,0,0,0,0.021264,0.002296,29.2,669.66,81.627,0.04904,NaN,1.5634,788.49,332.25,0.05,0.13043
13.415,1223.3,22.434,-10.009,22.506,10.01,34.124,0.028274,34.124,0.047473,1.8017,0.16507,47,-97,9.8016,1.2386,5.2062e-7,1.9952,-6.1882e-4,30781,0,123.06,0.72863,378.66,323.82,1.8781,0.068503,6429373,0,7.034,0.40381,0.40564,0.24402,0.039174,0.12061,0.23184,0.41199,-3.0421e-4,0,0,0,0,0.023308,0.0022464,29.2,669.66,81.528,0.049241,NaN,1.5561,788.38,332.24,0.05,0.13076
13.465,1224.4,21.933,-9.9978,22.007,9.9993,34.214,0.028438,34.214,0.047623,1.7934,0.17027,47,-97,9.8016,1.3521,5.208e-7,2.0439,-6.3641e-4,30781,0,123.06,0.72863,378.21,323.82,1.8626,0.06702,6289541,0,6.7371,0.40378,0.40596,0.24403,0.039171,0.12058,0.25409,0.44766,-1.8059e-4,0,0,0,0,0.025553,0.0021969,29.2,669.66,81.427,0.049432,NaN,1.5489,788.27,332.24,0.05,0.13108
13.515,1225.5,21.434,-9.9877,21.508,9.9892,34.304,0.028603,34.304,0.047774,1.7845,0.17156,47,-97,9.8016,1.4355,5.209e-7,2.0971,-5.8494e-4,30781,0,123.06,0.72863,377.88,323.82,1.8513,0.065532,6149290,0,6.4443,0.40376,0.4062,0.24403,0.039169,0.12056,0.27055,0.47278,1.1826e-4,0,0,0,0,0.028137,0.0021474,29.2,669.66,81.324,0.049613,NaN,1.5418,788.17,332.23,0.05,0.13142
13.565,1226.5,20.935,-9.9819,21.01,9.9829,34.393,0.028768,34.393,0.047925,1.777,0.14115,47,-97,9.8016,1.1976,5.2086e-7,2.1406,-6.5818e-5,30781,0,123.06,0.72863,378.82,323.82,1.8835,0.06398,6003094,0,6.1306,0.40373,0.40545,0.24404,0.039166,0.12053,0.22383,0.39132,1.4511e-4,0,0,0,0,0.030757,0.002098,29.2,669.66,81.218,0.049785,NaN,1.5349,788.07,332.23,0.05,0.13175
13.615,1227.6,20.436,-9.9699,20.512,9.9712,34.481,0.028932,34.481,0.048076,1.7696,0.16061,47,-97,9.8016,1.476,5.2089e-7,2.1831,-3.6653e-4,30781,0,123.06,0.72863,377.72,323.82,1.8458,0.062532,5866667,0,5.8676,0.40371,0.40629,0.24404,0.039163,0.12051,0.27856,0.4808,2.0542e-4,0,0,0,0,0.033491,0.0020486,29.2,669.66,81.11,0.049957,NaN,1.5282,787.97,332.22,0.05,0.13208
13.665,1228.6,19.938,-9.9554,20.015,9.9575,34.569,0.029097,34.569,0.048226,1.7605,0.20302,47,-97,9.8016,2.0233,5.2059e-7,2.2376,-8.3085e-4,30781,0,123.06,0.72863,375.62,323.82,1.7739,0.061141,5735625,0,5.6382,0.40369,0.40843,0.24405,0.039161,0.12049,0.38915,0.65354,-6.1297e-5,0,0,0,0,0.036805,0.0019993,29.2,669.66,80.999,0.050126,NaN,1.5216,787.87,332.22,0.05,0.13242
13.715,1229.6,19.44,-9.9437,19.519,9.9462,34.657,0.029262,34.657,0.048377,1.7495,0.22493,47,-97,9.8016,2.3747,5.2069e-7,2.3041,-9.6706e-4,30781,0,123.06,0.72863,374.31,323.82,1.7291,0.059713,5601121,0,5.3992,0.40367,0.4101,0.24405,0.039158,0.12046,0.46225,0.75827,7.3191e-5,0,0,0,0,0.040915,0.00195,29.2,669.66,80.886,0.050289,NaN,1.5152,787.77,332.22,0.05,0.13275
13.765,1230.5,18.943,-9.9368,19.023,9.939,34.744,0.029428,34.744,0.048528,1.7387,0.20888,47,-97,9.8016,2.3146,5.207e-7,2.369,-8.0501e-4,30781,0,123.06,0.72863,374.53,323.82,1.7366,0.058199,5458602,0,5.1242,0.40365,0.40977,0.24405,0.039155,0.12044,0.44962,0.73563,9.1895e-5,0,0,0,0,0.045531,0.0019008,29.2,669.66,80.769,0.050444,NaN,1.509,787.68,332.21,0.05,0.13309
13.815,1231.5,18.446,-9.9294,18.527,9.9314,34.831,0.029593,34.831,0.048679,1.7285,0.19915,47,-97,9.8016,2.3221,5.2079e-7,2.43,-6.7469e-4,30781,0,123.06,0.72863,374.5,323.82,1.7356,0.056699,5317523,0,4.8632,0.40363,0.40979,0.24406,0.039153,0.12042,0.45119,0.73221,-2.0162e-4,0,0,0,0,0.050475,0.0018517,29.2,669.66,80.649,0.050594,NaN,1.5029,787.59,332.21,0.05,0.13344
13.865,1232.4,17.95,-9.9229,18.032,9.9247,34.917,0.029758,34.917,0.04883,1.7189,0.18424,47,-97,9.8016,2.26,5.2075e-7,2.4866,-4.6887e-4,30781,0,123.06,0.72863,374.73,323.82,1.7434,0.055186,5175214,0,4.6029,0.40361,0.40946,0.24406,0.039151,0.1204,0.43818,0.70845,2.0542e-5,0,0,0,0,0.055794,0.0018026,29.2,669.66,80.526,0.05074,NaN,1.497,787.5,332.21,0.05,0.13377
13.915,1233.3,17.454,-9.9169,17.538,9.9183,35.003,0.029923,35.003,0.048981,1.7101,0.16821,47,-97,9.8016,2.1713,5.2049e-7,2.5382,-1.9106e-4,30781,0,123.06,0.72863,375.06,323.82,1.7546,0.053669,5032534,0,4.3481,0.40359,0.40901,0.24407,0.039148,0.12037,0.41971,0.67539,-5.9343e-5,0,0,0,0,0.061465,0.0017535,29.2,669.66,80.4,0.050885,NaN,1.4913,787.42,332.2,0.05,0.13409
13.965,1234.1,16.958,-9.9096,17.044,9.9109,35.088,0.030089,35.088,0.049132,1.702,0.16365,47,-97,9.8016,2.2361,5.2047e-7,2.5847,-9.3231e-5,30781,0,123.06,0.72863,374.82,323.82,1.7463,0.052183,4892736,0,4.113,0.40357,0.4093,0.24407,0.039146,0.12035,0.43319,0.68917,-2.0998e-4,0,0,0,0,0.067424,0.0017046,29.2,669.66,80.272,0.05103,NaN,1.4857,787.34,332.2,0.05,0.13443
14.015,1235,16.463,-9.8997,16.55,9.9013,35.173,0.030254,35.173,0.049283,1.6932,0.18028,47,-97,9.8016,2.6266,5.2049e-7,2.6352,-3.2636e-4,30781,0,123.06,0.72863,373.39,323.82,1.6975,0.050759,4758911,0,3.9106,0.40355,0.41133,0.24407,0.039144,0.12033,0.5156,0.80082,-1.0359e-4,0,0,0,0,0.074071,0.0016557,29.2,669.66,80.142,0.051178,NaN,1.4802,787.26,332.2,0.05,0.13476
14.065,1235.8,15.968,-9.8927,16.057,9.8943,35.258,0.030419,35.258,0.049433,1.6844,0.17669,47,-97,9.8016,2.7323,5.2054e-7,2.6859,-2.4772e-4,30781,0,123.06,0.72863,373.01,323.82,1.6844,0.04928,4619881,0,3.6908,0.40353,0.41191,0.24408,0.039142,0.12032,0.53824,0.82477,3.2266e-4,0,0,0,0,0.081638,0.0016068,29.2,669.66,80.009,0.051326,NaN,1.475,787.18,332.19,0.05,0.13509
14.115,1236.6,15.474,-9.8844,15.564,9.8861,35.342,0.030585,35.342,0.049584,1.6754,0.1844,47,-97,9.8016,3.0325,5.206e-7,2.7366,-3.3589e-4,30781,0,123.06,0.72863,371.94,323.82,1.648,0.047838,4484383,0,3.4927,0.40352,0.4137,0.24408,0.03914,0.1203,0.60335,0.90429,-4.1531e-4,0,0,0,0,0.08994,0.001558,29.2,669.66,79.873,0.051476,NaN,1.4699,787.1,332.19,0.05,0.13542
14.165,1237.3,14.98,-9.8761,15.072,9.878,35.425,0.03075,35.425,0.049735,1.6658,0.19355,47,-97,9.8016,3.3833,5.2062e-7,2.79,-4.1724e-4,30781,0,123.06,0.72863,370.73,323.82,1.6064,0.046406,4349795,0,3.3057,0.40366,0.41614,0.24424,0.039138,0.12028,0.68094,0.99405,1.8718e-4,0,0,0,0,0.099349,0.0015093,29.2,669.66,79.735,0.051622,NaN,1.4649,787.03,332.19,0.05,0.13576
14.215,1238.1,14.486,-9.8707,14.581,9.8725,35.508,0.030916,35.508,0.049885,1.6563,0.18554,47,-97,9.8016,3.4568,5.2062e-7,2.8424,-2.5165e-4,30781,0,123.06,0.72863,370.48,323.82,1.5978,0.044918,4210053,0,3.1112,0.40503,0.41805,0.24563,0.039136,0.12026,0.69741,1.0046,-3.4784e-5,0,0,0,0,0.11006,0.0014606,29.2,669.66,79.594,0.051764,NaN,1.4601,786.96,332.18,0.05,0.13609
14.265,1238.8,13.993,-9.8644,14.09,9.8661,35.591,0.031081,35.591,0.050036,1.6473,0.18569,47,-97,9.8016,3.6894,5.2065e-7,2.8919,-2.2525e-4,30781,0,123.06,0.72863,369.69,323.82,1.5709,0.04346,4073111,0,2.9338,0.40643,0.42116,0.24705,0.039134,0.12025,0.74996,1.0567,4.7022e-4,0,0,0,0,0.1217,0.001412,29.2,669.66,79.451,0.051903,NaN,1.4555,786.89,332.18,0.05,0.13642
14.315,1239.5,13.5,-9.8557,13.599,9.8578,35.673,0.031247,35.673,0.050186,1.6374,0.20433,47,-97,9.8016,4.3082,5.2062e-7,2.9443,-4.4943e-4,30781,0,123.06,0.72863,367.66,323.82,1.5014,0.042075,3943102,0,2.7904,0.40781,0.4274,0.24845,0.039132,0.12023,0.89325,1.2065,-1.1164e-4,0,0,0,0,0.13459,0.0013635,29.2,669.66,79.305,0.052042,NaN,1.451,786.82,332.18,0.05,0.13675
14.365,1240.1,13.007,-9.8488,13.109,9.851,35.755,0.031412,35.755,0.050337,1.6271,0.21111,47,-97,9.8016,4.7398,5.2062e-7,2.9976,-4.8227e-4,30781,0,123.06,0.72863,366.3,323.82,1.4547,0.040652,3809547,0,2.6364,0.4093,0.43261,0.24996,0.03913,0.12021,0.99614,1.2998,2.2983e-4,0,0,0,0,0.14945,0.001315,29.2,669.66,79.157,0.052175,NaN,1.4467,786.76,332.18,0.05,0.13709
14.415,1240.8,12.515,-9.8407,12.619,9.8433,35.836,0.031577,35.836,0.050487,1.616,0.22753,47,-97,9.8016,5.4147,5.206e-7,3.0527,-6.3933e-4,30781,0,123.06,0.72863,364.24,323.82,1.3842,0.039276,3680380,0,2.5048,0.41081,0.44035,0.25148,0.039129,0.1202,1.1619,1.4425,-2.2282e-4,0,0,0,0,0.16605,0.0012666,29.2,669.66,79.005,0.052306,NaN,1.4426,786.7,332.17,0.05,0.13743
14.465,1241.4,12.023,-9.8346,12.13,9.8373,35.916,0.031742,35.916,0.050638,1.6045,0.23087,47,-97,9.8016,5.8659,5.2048e-7,3.1081,-6.3159e-4,30781,0,123.06,0.72863,362.92,323.82,1.3388,0.037853,3546790,0,2.3586,0.41243,0.44646,0.25312,0.039127,0.12019,1.276,1.5233,3.1041e-5,0,0,0,0,0.18532,0.0012182,29.2,669.66,78.851,0.052433,NaN,1.4386,786.64,332.17,0.05,0.13777
