# North Dakota Launch Site (Up to date)
# 574 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (39 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-9.7831,0,9.7831,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3755,127.71,0.73127,NaN,336.16,NaN,0.0058528,615323,0.77176,0,0.51312,0,0.35401,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0017148
0.01,0,0,-9.7599,0,9.7599,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3755,127.71,0.73127,NaN,336.16,NaN,0.0058322,613154,1.5733,0,0.51338,0,0.35427,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0023444
0.02,0,0,-9.7366,0,9.7366,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3755,127.71,0.73127,NaN,336.16,NaN,0.0058116,610986,2.3748,0,0.51364,0,0.35453,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0029324
0.03,0,0,-9.7134,0,9.7134,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.9,127.71,0.73127,NaN,336.16,NaN,0.005791,608817,3.1763,0,0.5139,0,0.35479,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0035165
0.04,0,0,-9.6902,0,9.6902,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.9,127.71,0.73127,NaN,336.16,NaN,0.0057703,606649,3.9778,0,0.51417,0,0.35506,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0040341
0.05,0,0,-9.667,0,9.667,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.9,127.71,0.73127,NaN,336.16,NaN,0.0057497,604480,4.7793,0,0.51443,0,0.35532,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.004566
0.06,0,0,-9.6438,0,9.6438,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.9,127.71,0.73127,NaN,336.16,NaN,0.0057923,608961,5.5808,0,0.51389,0,0.35477,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0050184
0.07,0,0,-9.6206,0,9.6206,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.8,127.71,0.73127,NaN,336.16,NaN,0.005835,613442,6.3823,0,0.51334,0,0.35423,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0054737
0.08,0,0,-9.5974,0,9.5974,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.8,127.71,0.73127,NaN,336.16,NaN,0.0058776,617923,7.1838,0,0.51281,0,0.3537,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0059199
0.09,0,0,-9.5742,0,9.5742,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.8,127.71,0.73127,NaN,336.16,NaN,0.0059202,622404,7.9853,0,0.51227,0,0.35316,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0063549
0.1,0,0,-9.3694,0,9.3694,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.8,127.71,0.73127,NaN,336.16,NaN,0.0059628,626885,15.059,0,0.51175,0,0.35264,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.006793
0.11,0,0,-7.4846,0,7.4846,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.7,127.71,0.73127,NaN,336.16,NaN,0.0059558,626145,80.153,0,0.51183,0,0.35272,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0072279
0.12,0,0,0.27555,0,0.27555,0,0,0,0,0,0,47,-97,9.8054,90,0,0,0,34536,3754.4,127.71,0.73127,NaN,336.16,NaN,0.0059487,625405,348.15,0,0.51192,0,0.35281,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0076694
0.13,1.3788e-5,0.0027581,22.898,0.0027581,22.898,0,0,0,0,0,0,47,-97,9.8054,89.921,0,0,0,34535,3753.4,127.71,0.73127,NaN,336.15,NaN,0.0059417,624666,1129.4,0,0.51201,0,0.3529,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7433e-7,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0080667
0.14,0.0011864,0.23176,42.622,0.23176,42.622,0,0,0,0,0,0,47,-97,9.8054,83.391,0,0,0,34531,3749.6,127.7,0.73126,NaN,336.14,NaN,0.0059744,628099,1810.4,2.8207e-4,0.51161,0.00184,0.35249,0.039107,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3052e-5,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0084808
0.15,0.0056355,0.65808,54.969,0.65808,54.969,0,0,0,0,0,0,47,-97,9.8054,71.769,0,0,0,34523,3741.7,127.69,0.73126,NaN,336.12,NaN,0.0062409,656119,2236.2,0.005598,0.50843,0.033465,0.34932,0.039107,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5455e-5,29.2,669.66,90,0,NaN,9.5075,916.06,337.06,0.01,0.0089151
0.16,0.014965,1.2079,62.183,1.2079,62.183,0,0,0,0,0,0,47,-97,9.8054,59.005,0,0,0,34512,3731.1,127.68,0.73125,NaN,336.09,NaN,0.0069592,731636,2484.5,0.028251,0.50068,0.13582,0.34157,0.039107,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2015e-4,29.2,669.66,90,0,NaN,9.5074,916.06,337.06,0.01,0.0095543
# Event LIFTOFF occurred at t=0.17 seconds
0.17,0.030155,1.83,68.021,1.83,68.021,0,0,0,0,0,0,47,-97,9.8054,47.875,0,0,0,34500,3719.1,127.67,0.73124,NaN,336.05,NaN,0.0080943,850965,2685.1,0.078199,0.49036,0.27791,0.33124,0.039107,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8202e-4,29.2,669.66,90,0,NaN,9.5073,916.06,337.06,0.01,0.0099812
0.18,0.051856,2.5104,69.699,2.5104,69.699,0,0,0,0,0,0,47,-97,9.8054,39.047,0,0,0,34487,3706,127.65,0.73123,NaN,336.01,NaN,0.0095901,1008220,2742,0.15953,0.47932,0.40388,0.3202,0.039108,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.497e-4,29.2,669.66,90,0,NaN,9.5072,916.06,337.06,0.01,0.010378
0.19,0.080446,3.2076,73.111,3.2076,73.111,0,0,0,0,0,0,47,-97,9.8054,32.571,0,0,0,34474,3692.3,127.64,0.73122,NaN,335.97,NaN,0.011293,1187199,2858.7,0.26673,0.4692,0.48703,0.31008,0.039108,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1905e-4,29.2,669.66,90,0,NaN,9.507,916.05,337.06,0.01,0.011158
0.2,0.11618,3.939,74.925,3.939,74.925,0,0,0,0,0,0,47,-97,9.8054,27.629,0,0,0,34459,3677.9,127.62,0.73121,NaN,335.93,NaN,0.013191,1386738,2920.1,0.40046,0.46002,0.53592,0.30089,0.039109,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9179e-4,29.2,669.66,90,0,NaN,9.5067,916.05,337.06,0.01,0.011593
0.21,0.15932,4.6886,74.952,4.6886,74.952,0,0,0,0,0,0,47,-97,9.8054,23.732,0,0,0,34444,3663.1,127.6,0.7312,NaN,335.89,NaN,0.015195,1597472,2920,0.55648,0.45201,0.56119,0.29287,0.03911,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6634e-4,29.2,669.66,90,0,NaN,9.5065,916.05,337.06,0.01,0.011952
0.22,0.20995,5.4384,75.934,5.4384,75.934,0,0,0,0,0,0,47,-97,9.8054,20.753,0,0,0,34429,3648,127.59,0.73119,NaN,335.84,NaN,0.017254,1813939,2952.7,0.72886,0.44509,0.57006,0.28594,0.039111,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4092e-4,29.2,669.66,90,0,NaN,9.5061,916.04,337.06,0.01,0.01236
0.23,0.26813,6.198,76.918,6.198,76.918,0,0,0,0,0,0,47,-97,9.8054,18.387,0,0,0,34414,3632.8,127.57,0.73118,NaN,335.8,NaN,0.019378,2037166,2985.4,0.91835,0.43898,0.56947,0.27982,0.039112,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1648e-4,29.2,669.66,90,0,NaN,9.5058,916.03,337.06,0.01,0.012722
0.24,0.33396,6.9675,77.888,6.9675,77.888,0,0,0,0,0,0,47,-97,9.8054,16.468,0,0,0,34399,3617.5,127.55,0.73117,NaN,335.75,NaN,0.021556,2266118,3017.7,1.1239,0.43355,0.56325,0.27438,0.039113,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9301e-4,29.2,669.66,90,0,NaN,9.5053,916.03,337.06,0.01,0.01311
0.25,0.40753,7.7466,78.427,7.7466,78.427,0,0,0,0,0,0,47,-97,9.8054,14.886,0,0,0,34383,3602.1,127.54,0.73116,NaN,335.71,NaN,0.023781,2500066,3035.1,1.3402,0.42868,0.55182,0.2695,0.039115,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7051e-4,29.2,669.66,90,0,NaN,9.5049,916.02,337.06,0.01,0.013531
0.26,0.48892,8.5312,78.758,8.5312,78.758,0,0,0,0,0,0,47,-97,9.8054,13.709,0,0,0,34367,3585.6,127.52,0.73115,NaN,335.66,NaN,0.026053,2738888,3045.2,1.5715,0.42428,0.5391,0.26508,0.039116,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4855e-4,29.2,669.66,90,0,NaN,9.5043,916.01,337.06,0.01,0.01393
0.27,0.57817,9.3191,79.092,9.3191,79.092,0,0,0,0,0,0,47,-97,9.8054,12.717,0,0,0,34350,3568.3,127.5,0.73114,NaN,335.61,NaN,0.028344,2979687,3055.4,1.8162,0.42031,0.52643,0.26109,0.039118,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2692e-4,29.2,669.66,90,0,NaN,9.5037,916,337.06,0.01,0.014311
0.28,0.67532,10.11,79.425,10.11,79.425,0,0,0,0,0,0,47,-97,9.8054,11.87,0,0,0,34332,3550.9,127.48,0.73112,NaN,335.56,NaN,0.030651,3222257,3065.5,2.0756,0.41671,0.51444,0.25747,0.03912,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010056,29.2,669.66,90,0,NaN,9.5031,915.99,337.06,0.0098908,0.014695
0.28989,0.7792,10.896,79.753,10.896,79.753,0,0,0,0,0,0,47,-97,9.8054,11.146,0,0,0,34315,3533.7,127.46,0.73111,NaN,335.51,NaN,0.032949,3463774,3075.2,2.3474,0.41345,0.50349,0.25419,0.039122,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010838,29.2,669.66,90,0,NaN,9.5024,915.98,337.06,0.0091774,0.015066
0.29907,0.88256,11.628,80.05,11.628,80.05,0,0,0,0,0,0,47,-97,9.8054,10.556,0,0,0,34299,3517.2,127.44,0.7311,NaN,335.46,NaN,0.035094,3689196,3084.2,2.6136,0.41066,0.49418,0.25138,0.039124,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011566,29.2,669.66,90,0,NaN,9.5018,915.96,337.06,0.0085996,0.015449
0.30767,0.98552,12.317,80.329,12.317,80.329,0,0,0,0,0,0,47,-97,9.8054,9.9735,0,0,0,34283,3501.8,127.42,0.73109,NaN,335.41,NaN,0.037104,3900430,3092.7,2.8687,0.40824,0.48524,0.24893,0.039126,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012251,29.2,669.66,90,0,NaN,9.5011,915.95,337.06,0.0081188,0.015843
# Event LAUNCHROD occurred at t=0.31579 seconds
0.31579,1.0882,12.969,80.594,12.969,80.595,0,0,0,0,0,0.43601,47,-97,9.8054,9.4668,0,0,0,34269,3487.3,127.41,0.73108,353.61,335.37,0.62483,0.03901,4100762,3103,3.1194,0.40609,0.47735,0.24677,0.039128,0.1202,2.2797,1.4245,1.6324e-5,0,0,0,0,0,0.00129,29.2,669.66,90,0,NaN,9.5004,915.94,337.06,0.012178,0.016293
0.32796,1.2521,13.952,81.05,13.952,81.051,-3.2862e-5,0,3.2862e-5,-180,0.0054395,0.45702,47,-97,9.8054,8.7689,0,0.015984,5.9903e-7,34251,3469.7,127.39,0.73107,355.26,335.32,0.68296,0.041883,4402745,3118.5,3.5166,0.40345,0.46684,0.24409,0.039132,0.12023,2.0724,1.4152,-3.5078e-4,0,0,0,0,3.888e-6,0.0013877,29.2,669.66,90,-0.0027594,NaN,9.4994,915.92,337.06,0.018267,0.01738
0.34623,1.5205,15.435,81.733,15.435,81.734,-2.1022e-4,0,2.1022e-4,-180,0.014072,0.48767,47,-97,9.8054,7.8784,0,0.044041,-3.4949e-6,34225,3443.3,127.36,0.73105,357.46,335.24,0.7612,0.046229,4859515,3141.7,4.1975,0.4035,0.4574,0.24408,0.039137,0.12028,1.8168,1.3832,-2.1843e-4,0,0,0,0,2.4228e-5,0.0015352,29.2,669.66,89.999,0.0013415,NaN,9.4976,915.89,337.05,0.027401,0.022006
0.37363,1.9742,17.679,82.756,17.679,82.757,-7.8423e-4,0,7.8423e-4,-180,0.028009,0.52818,47,-97,9.8054,6.774,0,0.095234,-3.6138e-6,34185,3403.7,127.31,0.73102,360.38,335.12,0.86506,0.052822,5552264,3176.5,5.3423,0.40358,0.44593,0.24407,0.039147,0.12036,1.5137,1.3096,-2.5442e-4,0,0,0,0,8.6778e-5,0.0017585,29.2,669.66,89.997,0.002807,NaN,9.4947,915.84,337.05,0.041102,0.022433
0.41474,2.7709,21.092,84.284,21.092,84.287,-0.0023974,-7.8986e-9,0.0023974,-180,0.050995,0.60231,47,-97,9.8054,5.699,0,0.19246,-8.2144e-6,34126,3344.3,127.25,0.73098,363.42,334.94,0.97548,0.06289,6610105,3222.8,7.394,0.40372,0.43543,0.24404,0.039164,0.12051,1.2337,1.2029,4.8646e-5,0,0,0,0,2.5002e-4,0.0020979,29.2,669.66,89.992,0.0023314,NaN,9.4895,915.75,337.05,0.05,0.022823
0.46474,3.9311,25.319,86.038,25.319,86.041,-0.0057572,-2.6735e-8,0.0057572,-180,0.084217,0.70046,47,-97,9.8054,4.8556,0,0.34935,3.8019e-6,34047,3265.4,127.16,0.73092,365.98,334.7,1.071,0.075393,7923325,3273.6,10.442,0.40393,0.42794,0.244,0.039189,0.12074,1.0246,1.0971,3.1947e-4,0,0,0,0,5.7323e-4,0.0025183,29.2,669.66,89.978,0.0020702,NaN,9.4819,915.62,337.04,0.05,0.023208
0.51474,5.3048,29.628,87.675,29.629,87.677,-0.010844,-6.4064e-8,0.010844,-180,0.11932,0.70634,47,-97,9.8054,3.8749,0,0.54076,3.693e-5,33960,3178.7,127.06,0.73086,369.13,334.44,1.188,0.088114,9259027,3324.4,14.002,0.40418,0.4202,0.24395,0.039219,0.12101,0.79285,0.94098,-4.7875e-4,0,0,0,0,0.0010056,0.002947,29.2,669.66,89.956,5.5842e-5,NaN,9.473,915.47,337.04,0.05,0.023617
0.56474,6.8959,34.019,89.299,34.02,89.302,-0.017704,-1.3333e-7,0.017704,-180,0.15511,0.71025,47,-97,9.8054,3.232,0,0.76446,6.5837e-5,33873,3092,126.96,0.7308,371.32,334.18,1.2721,0.10111,10622745,3375.2,18.247,0.40447,0.41596,0.24389,0.039255,0.12133,0.6478,0.82267,1.6993e-4,0,0,0,0,0.0015264,0.0033838,29.2,669.66,89.924,-0.0019384,NaN,9.4627,915.29,337.03,0.05,0.024143
0.61474,8.7087,38.491,90.912,38.492,90.914,-0.026329,-2.5407e-7,0.026329,-180,0.1898,0.6934,47,-97,9.8054,2.7521,0,1.0156,8.4891e-5,33787,3005.4,126.86,0.73074,373.03,333.91,1.3397,0.11435,12012461,3426,23.188,0.40481,0.41333,0.24382,0.039296,0.1217,0.54309,0.72571,-4.5398e-4,0,0,0,0,0.0021063,0.0038286,29.2,669.66,89.879,-0.0030061,NaN,9.4509,915.09,337.03,0.05,0.024577
0.66474,10.747,43.044,92.51,43.044,92.513,-0.036712,-4.5806e-7,0.036712,-180,0.22541,0.67661,47,-97,9.8054,2.4394,0,1.3083,7.2137e-6,33700,2918.7,126.76,0.73068,374.19,333.65,1.3885,0.12785,13428046,3476.8,28.886,0.40521,0.412,0.24374,0.039343,0.12213,0.47651,0.6587,1.3807e-4,0,0,0,0,0.002796,0.0042814,29.2,669.66,89.821,-0.0028355,NaN,9.4376,914.86,337.02,0.05,0.024979
0.71474,13.015,47.675,94.097,47.676,94.098,-0.048744,-7.6145e-7,0.048744,-180,0.25452,0.50858,47,-97,9.8054,1.9539,0,1.6122,-1.9246e-5,33613,2832,126.65,0.73062,376.03,333.38,1.4606,0.14157,14865788,3527.6,35.245,0.40565,0.4101,0.24365,0.039397,0.12261,0.37555,0.54473,-1.9372e-4,0,0,0,0,0.0034629,0.0047421,29.2,669.66,89.748,-0.0020106,NaN,9.4229,914.61,337.01,0.05,0.025411
0.76474,15.517,52.386,95.666,52.387,95.667,-0.062081,-1.1678e-6,0.062081,-180,0.27812,0.39852,47,-97,9.8054,1.7276,0,1.9389,3.9933e-5,33527,2745.3,126.55,0.73056,376.93,333.11,1.5006,0.15555,1.633e7,3578.4,42.491,0.40615,0.40967,0.24355,0.039457,0.12315,0.32963,0.49026,4.0434e-4,0,0,0,0,0.0041491,0.0052107,29.2,669.66,89.66,-0.001636,NaN,9.4066,914.33,337,0.05,0.026045
0.81474,18.256,57.175,97.218,57.176,97.219,-0.076397,-1.6911e-6,0.076397,-180,0.29285,0.18831,47,-97,9.8054,1.4538,0,2.2776,8.1266e-5,33440,2658.7,126.45,0.7305,378.03,332.84,1.5476,0.16976,17816873,3629.3,50.536,0.4067,0.40923,0.24343,0.039525,0.12375,0.27489,0.42044,-1.5213e-4,0,0,0,0,0.0048075,0.005687,29.2,669.66,89.554,-0.0016065,NaN,9.3888,914.02,336.99,0.05,0.026444
0.86474,21.236,62.041,98.752,62.042,98.752,-0.091203,-2.3519e-6,0.091203,-180,0.2976,0.043751,47,-97,9.8053,1.2543,0,2.6312,1.0714e-4,33353,2572,126.35,0.73044,378.87,332.57,1.5854,0.1842,19327674,3680.1,59.479,0.40732,0.40922,0.24331,0.039599,0.12441,0.23566,0.36824,-1.3217e-4,0,0,0,0,0.0054494,0.006171,29.2,669.66,89.432,-0.0017232,NaN,9.3695,913.69,336.98,0.05,0.029388
0.91474,24.462,66.983,100.1,66.984,100.1,-0.10589,-3.1912e-6,0.10589,-180,0.28683,0.40467,47,-97,9.8053,0.99954,0,2.9757,8.0093e-5,33267,2485.3,126.24,0.73037,379.94,332.3,1.6315,0.19887,20860538,3725.5,69.301,0.40799,0.40921,0.24317,0.039681,0.12514,0.18622,0.29789,-6.3079e-5,0,0,0,0,0.0059801,0.0066625,29.2,669.66,89.291,-0.0017992,NaN,9.3485,913.33,336.96,0.05,0.029826
0.96474,27.936,71.993,100.89,71.993,100.9,-0.11957,-4.2331e-6,0.11957,-180,0.25727,0.80981,47,-97,9.8053,0.78451,0,3.2997,-5.5366e-5,33176,2394.3,126.14,0.73031,380.87,332.01,1.6733,0.21375,22413705,3752.6,80.076,0.40873,0.40949,0.24302,0.03977,0.12594,0.14514,0.23668,1.0761e-4,0,0,0,0,0.0063661,0.0071608,29.2,669.66,89.134,-0.0013956,NaN,9.3259,912.94,336.95,0.05,0.030252
1.0147,31.662,77.042,101.64,77.042,101.65,-0.13122,-5.4503e-6,0.13122,-180,0.20448,1.3299,47,-97,9.8053,0.54831,0,3.5797,6.4775e-5,33078,2296.7,126.02,0.73024,381.91,331.7,1.7195,0.22874,23977773,3778.3,91.756,0.40953,0.4099,0.24286,0.039867,0.1268,0.10066,0.16628,-2.5028e-4,0,0,0,0,0.0065428,0.007663,29.2,669.66,88.962,-0.0011001,NaN,9.3017,912.53,336.94,0.05,0.03066
1.0647,35.641,82.128,102.36,82.128,102.38,-0.13954,-6.8189e-6,0.13954,-180,0.12332,1.9441,47,-97,9.8053,0.31391,0,3.7864,2.0441e-4,32978,2196.8,125.9,0.73017,382.96,331.38,1.7665,0.24385,25551896,3803.9,104.38,0.41039,0.41051,0.24268,0.039971,0.12773,0.05719,0.094561,4.261e-4,0,0,0,0,0.0064419,0.0081689,29.2,669.66,88.778,-0.0013146,NaN,9.2758,912.08,336.92,0.05,0.031086
1.1147,39.876,87.25,103.05,87.25,103.09,-0.143,-8.3502e-6,0.143,-180,0.0094855,2.6272,47,-97,9.8053,0.095946,0,3.8912,-5.0398e-4,32878,2096.9,125.78,0.7301,383.96,331.06,1.8119,0.25907,27135678,3829.6,117.98,0.41131,0.41132,0.2425,0.040082,0.12872,0.017357,0.025646,3.9459e-4,0,0,0,0,0.0060283,0.0086783,29.2,669.66,88.585,-7.8851e-4,NaN,9.2483,911.61,336.9,0.05,0.031515
1.1647,44.367,92.405,103.71,92.406,103.77,-0.1399,-9.9589e-6,0.1399,-180,0.13909,3.3382,47,-97,9.8053,0.088631,0,-3.8798,-6.8835e-4,32778,1997,125.65,0.73003,384.07,330.73,1.8266,0.27439,28728726,3855.2,132.6,0.41229,0.4123,0.2423,0.040202,0.12979,0.016044,0.034915,4.7447e-4,0,0,0,0,-0.0053426,0.0091911,29.2,669.66,88.39,1.4162e-4,NaN,9.2191,911.11,336.89,0.05,0.031919
1.2147,49.117,97.593,104.35,97.594,104.42,-0.12847,-1.1432e-5,0.12847,-179.99,0.32379,4.0456,47,-97,9.8053,0.23342,0,-3.7407,-3.4318e-4,32678,1897,125.53,0.72996,383.53,330.41,1.8192,0.28982,30330533,3880.8,148.23,0.41333,0.4134,0.24209,0.040329,0.13092,0.04252,0.082223,2.6583e-4,0,0,0,0,-0.0044523,0.0097072,29.2,669.66,88.199,3.3508e-4,NaN,9.1882,910.58,336.87,0.05,0.032601
1.2647,54.127,102.81,104.95,102.81,105.05,-0.10697,-1.263e-5,0.10697,-179.99,0.5419,4.7451,47,-97,9.8052,0.3506,0,-3.4923,-4.016e-4,32578,1797.1,125.41,0.72989,383.11,330.08,1.8162,0.30534,3.194e7,3906.5,164.92,0.41444,0.4146,0.24186,0.040464,0.13212,0.064204,0.12014,-3.9969e-5,0,0,0,0,-0.0034966,0.010226,29.2,669.66,88.018,2.2431e-4,NaN,9.1557,910.02,336.85,0.05,0.033224
1.3147,59.399,108.06,105.51,108.06,105.66,-0.073583,-1.3524e-5,0.073583,-179.99,0.79976,5.5372,47,-97,9.8052,0.49125,0,-3.0798,-4.1102e-4,32479,1697.2,125.28,0.72982,382.61,329.75,1.8103,0.32095,33556640,3932.1,182.67,0.41562,0.41593,0.24162,0.040607,0.13339,0.090519,0.16671,2.2959e-4,0,0,0,0,-0.0024615,0.010749,29.2,669.66,87.853,-2.2756e-4,NaN,9.1214,909.43,336.83,0.05,0.033635
1.3647,64.934,113.34,106.06,113.34,106.23,-0.026435,-1.4246e-5,0.026435,-179.97,1.0902,6.0517,47,-97,9.8052,0.5203,0,-2.5421,-3.7437e-4,32379,1597.3,125.16,0.72975,382.59,329.42,1.8208,0.33666,35181013,3957.8,201.47,0.41686,0.41721,0.24137,0.040759,0.13473,0.096086,0.17652,-6.4257e-5,0,0,0,0,-0.0015244,0.011274,29.2,669.66,87.712,-8.6959e-4,NaN,9.0854,908.81,336.8,0.05,0.034023
1.4147,70.733,118.64,106.58,118.65,106.77,0.035767,-1.5017e-5,0.035767,-0.024056,1.4006,6.4135,47,-97,9.8052,0.51016,0,-1.9549,-8.0518e-5,32279,1497.4,125.03,0.72968,382.73,329.09,1.8371,0.35246,36811945,3983.4,221.35,0.41817,0.4185,0.2411,0.040919,0.13615,0.094299,0.17453,-3.5806e-4,0,0,0,0,-8.226e-4,0.011802,29.2,669.66,87.6,-0.0012493,NaN,9.0477,908.16,336.78,0.05,0.034411
1.4647,76.798,123.96,107.07,123.98,107.28,0.11399,-1.5957e-5,0.11399,-0.0080203,1.7311,6.783,47,-97,9.8052,0.52031,0,-1.2932,-5.35e-5,32179,1397.5,124.91,0.72961,382.79,328.75,1.8508,0.36833,38447466,4009.1,242.36,0.41955,0.41989,0.24082,0.041087,0.13764,0.096337,0.1788,1.7168e-4,0,0,0,0,-3.2965e-4,0.012333,29.2,669.66,87.518,-0.0012201,NaN,9.0083,907.48,336.76,0.05,0.034799
1.5147,83.13,129.32,107.53,129.33,107.76,0.20909,-1.704e-5,0.20909,-0.0046694,2.0741,6.9515,47,-97,9.8052,0.49105,0,-0.58926,4.1694e-4,32079,1297.6,124.78,0.72954,383.03,328.41,1.8704,0.38427,40088190,4034.7,264.47,0.42099,0.4213,0.24053,0.041263,0.1392,0.090952,0.16978,-3.0122e-4,0,0,0,0,-6.2895e-5,0.012866,29.2,669.66,87.471,-0.001072,NaN,8.9672,906.78,336.73,0.05,0.035199
